"global_id","entity_id","content_type","content_title","content_topic","portal_name"
"236","236","elearn","Pressure Injuries",NULL,"demo"
"372","355","story","I Lie Because I Love Her",NULL,"dayton"
"371","354","story","Contingency Plans",NULL,"dayton"
"400","362","elearn","Try It Out: Responding to Repetition","Brain Health","uf"
"345","345","article","Diabetes Family Management and Care Partnership","Diabetes Care","phoenix"
"323","388","article","Assert Yourself and Ask for Help!","Caregiver Wellness","dayton"
"357","268","article","Wandering","Brain Health","dayton"
"355","270","article","Verbal and Physical Aggression","Brain Health","dayton"
"354","269","article","Understanding Behavior Change","Brain Health","dayton"
"353","265","article","Agitation and Anxiety","Brain Health","dayton"
"388","371","article","How to Help with Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","dayton"
"386","369","article","How to Help Your Loved One with Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","dayton"
"367","350","video","Webinar with Teepa Snow: Creative and Practical Tips","Dementia Expert","dayton"
"335","390","article","Brain Boost Exercises","Activities & Recreation","ccsn"
"400","395","elearn","Try It Out: Responding to Repetition","Brain Health","cobb"
"401","396","article","Communication Changes with Teepa Snow","Brain Health","cobb"
"291","291","article","Energy Conservation","Caregiver Wellness","cobb"
"380","374","article","Provide Hands-On Help with Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","rivaaa"
"244","244","article","Dementia and Assisting with Dressing",NULL,"rivaaa"
"211","211","article","Showering","Personal Care","rivaaa"
"299","299","article","Bathroom Safety","Safety & Injury Prevention","rivaaa"
"246","246","article","Eating and Appetite Concerns",NULL,"rivaaa"
"346","346","article","Aging and Hearing Loss","Featured Content","rivaaa"
"307","307","article","Eating and Swallowing","Stroke Recovery","washingtoncounty"
"385","379","article","Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","washingtoncounty"
"372","368","story","I Lie Because I Love Her",NULL,"tcoa"
"370","364","story","One Fall Away",NULL,"rivaaa"
"300","300","article","Understanding Stroke","Stroke Recovery","rivaaa"
"304","304","article","Perception","Stroke Recovery","rivaaa"
"369","365","story","Getting a Diagnosis",NULL,"tcoa"
"372","373","story","I Lie Because I Love Her",NULL,"northcarolina"
"381","384","article","Make Bathing Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","aacog"
"992","406","article","Preventing Pressure Injuries","Safety & Injury Prevention","aacog"
"394","397","article","Responding to Aggression","Intellectual and Developmental Disabilities: Physical and Mental Wellness","aacog"
"379","382","article","Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","aacog"
"273","273","article","Reducing Medication Risks","Safety & Injury Prevention","rivaaa"
"349","349","article","Teepa Snow: Normal, Not Normal","Featured Content","wciaaa"
"385","379","article","Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","wciaaa"
"386","380","article","How to Help Your Loved One with Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","wciaaa"
"387","381","article","Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","wciaaa"
"388","382","article","How to Help with Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","wciaaa"
"307","307","article","Eating and Swallowing","Stroke Recovery","rivaaa"
"301","301","article","Emotional Recovery","Stroke Recovery","rivaaa"
"305","305","article","Communication","Stroke Recovery","rivaaa"
"348","348","audio","Calming Songs for Caregivers","Featured Content","wciaaa"
"347","347","article","Aging and Vision Loss","Featured Content","wciaaa"
"346","346","article","Aging and Hearing Loss","Featured Content","wciaaa"
"338","338","video","Gratitude for Wellness","Featured Content","wciaaa"
"345","345","article","Diabetes Family Management and Care Partnership","Diabetes Care","wciaaa"
"335","335","article","Brain Boost Exercises","Activities & Recreation","wciaaa"
"336","336","article","Balancing Work and Caregiving","Caregiver Wellness","wciaaa"
"375","369","elearn","Emergency Planning Workbook","Featured Content","wciaaa"
"293","293","article","Build Relationships with Reminiscence","Brain Health","wciaaa"
"390","384","article","Creating a Good Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","wciaaa"
"391","385","article","Making Changes to your Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","wciaaa"
"367","361","video","Webinar with Teepa Snow: Creative and Practical Tips","Dementia Expert","rivaaa"
"401","395","article","Communication Changes with Teepa Snow","Brain Health","rivaaa"
"378","372","article","Make Skin Care Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"113","113","article","Denture Care Tips",NULL,"rivaaa"
"257","257","article","Urinary Tract Infections: A Guide For Families","Safety & Injury Prevention","wciaaa"
"188","188","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","wciaaa"
"113","113","article","Denture Care Tips",NULL,"wciaaa"
"251","251","article","Helping with Daily Tasks around the Home",NULL,"wciaaa"
"307","307","article","Eating and Swallowing","Stroke Recovery","wciaaa"
"305","305","article","Communication","Stroke Recovery","wciaaa"
"306","306","article","Cognition","Stroke Recovery","wciaaa"
"992","414","article","Preventing Pressure Injuries","Safety & Injury Prevention","wciaaa"
"288","288","article","Elder Abuse","Safety & Injury Prevention","wciaaa"
"295","295","article","Healthy Bones",NULL,"wciaaa"
"301","301","article","Emotional Recovery","Stroke Recovery","wciaaa"
"320","320","article","Home Safety: Fall Hazards","Safety & Injury Prevention","wciaaa"
"343","343","article","Diabetes Overview","Diabetes Care","wciaaa"
"344","344","article","Diabetes: Effects on Health and Wellbeing","Diabetes Care","wciaaa"
"342","342","article","Holiday Activities for Families Who Are Apart",NULL,"wciaaa"
"339","339","article","Downsizing Holiday Obligations",NULL,"wciaaa"
"333","333","article","Sibling Conflict and Caregiving Roles",NULL,"wciaaa"
"332","332","article","Latest Research on Exercise and Brain Health",NULL,"wciaaa"
"330","330","article","Screen Time","Grandparents Supporting Grandchildren","wciaaa"
"328","328","article","Creating a Stable Routine","Grandparents Supporting Grandchildren","wciaaa"
"327","327","article","Outdoor Activities to Enjoy Together","Activities & Recreation","wciaaa"
"326","326","article","Caregiving Anger and Frustration","Caregiver Wellness","wciaaa"
"323","323","article","Assert Yourself and Ask for Help!","Caregiver Wellness","wciaaa"
"322","322","article","Reframing Negative Thoughts","Caregiver Wellness","wciaaa"
"321","321","article","Home Safety: Dementia and Injury Prevention",NULL,"wciaaa"
"318","318","article","Hallucinations and Brain Changes","Brain Health","wciaaa"
"317","317","article","Living with a Purpose: Involving Your Loved One with Daily Tasks","Activities & Recreation","wciaaa"
"312","312","article","Hoarding and Hiding",NULL,"wciaaa"
"310","310","article","Effective Self-Care","Caregiver Wellness","wciaaa"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","wciaaa"
"300","300","article","Understanding Stroke","Stroke Recovery","wciaaa"
"299","299","article","Bathroom Safety","Safety & Injury Prevention","wciaaa"
"298","298","article","Consent: Dementia and Sexuality",NULL,"wciaaa"
"289","289","article","Preventing Colds, Flus, and Respiratory Infections",NULL,"wciaaa"
"297","297","article","Healthy Joints",NULL,"wciaaa"
"292","292","article","Reducing Social Isolation with Technology","Caregiver Wellness","wciaaa"
"291","291","article","Energy Conservation","Caregiver Wellness","wciaaa"
"282","282","article","Caregiver Guilt","Caregiver Wellness","wciaaa"
"285","285","article","Sexuality and Dementia","Brain Health","wciaaa"
"273","273","article","Reducing Medication Risks","Safety & Injury Prevention","wciaaa"
"264","264","article","Financial Safety",NULL,"wciaaa"
"254","254","article","Managing Pain in Older Adults",NULL,"wciaaa"
"252","252","article","Delirium: Signs and Symptoms","Safety & Injury Prevention","wciaaa"
"248","248","article","Temporary Relief for the Family Caregiver",NULL,"wciaaa"
"246","246","article","Eating and Appetite Concerns",NULL,"wciaaa"
"244","244","article","Dementia and Assisting with Dressing",NULL,"wciaaa"
"214","214","article","Introduction to Aging and Dementia","Brain Health","wciaaa"
"195","195","article","Transitioning from Hospital to Home","Safety & Injury Prevention","wciaaa"
"131","131","article","Skin Care for Older Adults","Personal Care","wciaaa"
"401","409","article","Communication Changes with Teepa Snow","Brain Health","wciaaa"
"399","393","article","Providing Support for Mental Illness","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wciaaa"
"397","391","article","Providing Trauma-Informed Care","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wciaaa"
"396","390","article","Helping Your Loved One Manage Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wciaaa"
"394","388","article","Responding to Aggression","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wciaaa"
"393","387","article","Starting to Exercise","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wciaaa"
"392","386","article","Reducing Social Isolation","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wciaaa"
"384","378","article","Simplify Oral Care and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"383","377","article","Provide Hands-On Help with Oral Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"381","375","article","Make Bathing Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"380","374","article","Provide Hands-On Help with Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"354","269","article","Understanding Behavior Change","Brain Health","ccsn"
"374","368","article","Care Companions",NULL,"wciaaa"
"354","354","article","Understanding Behavior Change","Brain Health","wciaaa"
"355","355","article","Verbal and Physical Aggression",NULL,"wciaaa"
"356","356","article","Introduction to Grief and Loss","Grief and Loss","wciaaa"
